"","id","date","price","bedrooms","bathrooms","sqft_living","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long"
"49",1189001180,"20140603",425000,3,2.25,1660,3,1110,550,1979,0,98122,47.6113,-122.297
"50",3253500160,"20141120",317625,3,2.75,2770,5,1770,1000,1925,0,98144,47.5747,-122.304
"51",3394100030,"20140909",975000,4,2.5,2720,3,2720,0,1989,0,98004,47.5815,-122.192
"52",3717000160,"20141009",287000,4,2.5,2240,3,2240,0,2005,0,98001,47.3378,-122.257
"53",1802000060,"20140612",1325000,5,2.25,3200,3,1600,1600,1965,0,98004,47.6303,-122.215
"54",1525059190,"20140912",1040000,5,3.25,4770,4,3070,1700,1973,0,98005,47.6525,-122.16
"55",1049000060,"20150105",325000,3,2,1260,4,1260,0,1972,0,98034,47.7362,-122.179
"56",8820901275,"20140610",571000,4,2,2750,5,2250,500,1916,0,98125,47.7168,-122.287
"57",5416510140,"20140710",360000,4,2.5,2380,3,2380,0,2005,0,98038,47.3608,-122.036
"58",3444100400,"20150316",349000,3,1.75,1790,5,1090,700,1965,0,98042,47.3511,-122.073
"59",3276920270,"20141105",832500,4,4,3430,4,2390,1040,1986,0,98075,47.5822,-121.987
"60",4036801170,"20141013",380000,4,1.75,1760,3,880,880,1956,0,98008,47.6034,-122.125
"61",1531000030,"20150323",720000,4,2.5,3450,3,3450,0,2002,0,98010,47.342,-122.025
"62",5104520400,"20141202",390000,3,2.5,2350,3,2350,0,2003,0,98038,47.3512,-122.008
"63",7437100340,"20141222",360000,4,2.5,1900,3,1900,0,1992,0,98038,47.349,-122.031
"64",1523059105,"20150128",356000,3,1.5,1680,3,1680,0,1964,0,98059,47.4811,-122.149
"65",4232902595,"20141114",940000,3,1.5,2140,3,1900,240,1925,0,98119,47.6337,-122.365
"66",2599001200,"20141103",305000,5,2.25,2660,5,2660,0,1961,0,98092,47.2909,-122.189
"67",3342103156,"20140618",461000,3,3.25,2770,3,1980,790,2006,0,98056,47.5228,-122.199
"68",1332700270,"20140519",215000,2,2.25,1610,4,1610,0,1979,0,98056,47.518,-122.194
"69",3869900162,"20140904",335000,2,1.75,1030,3,765,265,2006,0,98136,47.5394,-122.387
"70",2791500270,"20140522",243500,4,2.5,1980,3,1980,0,1988,0,98023,47.2897,-122.372
"71",5036300431,"20150311",1099880,5,2.75,3520,4,3520,0,2001,0,98199,47.6506,-122.391
"72",6021501535,"20140725",430000,3,1.5,1580,3,1290,290,1939,0,98117,47.687,-122.386
"73",6021501535,"20141223",7e+05,3,1.5,1580,3,1290,290,1939,0,98117,47.687,-122.386
"74",1483300570,"20140908",905000,4,2.5,3300,3,2390,910,1946,1991,98040,47.5873,-122.249
"75",3422049190,"20150330",247500,3,1.75,1960,3,1960,0,1967,0,98032,47.3576,-122.277
"76",1099611230,"20140912",199000,4,1.5,1160,4,1160,0,1975,0,98023,47.3036,-122.378
"77",722079104,"20140711",314000,3,1.75,1810,5,1210,600,1980,0,98038,47.4109,-121.958
"78",7338200240,"20140516",437500,3,2.5,2320,3,2320,0,1992,0,98045,47.4838,-121.714
"79",1952200240,"20140611",850830,3,2.5,2070,5,1270,800,1910,0,98102,47.6415,-122.315
"80",5200100125,"20141027",555000,3,2,1980,4,1440,540,1929,0,98117,47.6775,-122.372
"81",7214720075,"20141212",699950,3,2.25,2190,4,2190,0,1983,0,98077,47.7731,-122.08
"82",2450000295,"20141007",1088000,3,2.5,2920,3,2920,0,1950,2010,98004,47.5814,-122.196
"83",1328310370,"20150402",375000,3,2.5,2340,4,1460,880,1978,0,98058,47.4431,-122.133
"84",3530510041,"20140723",188500,2,1.75,1240,4,1240,0,1985,0,98198,47.3813,-122.322
"85",1853000400,"20150305",680000,4,2.5,3140,4,3140,0,1991,0,98077,47.7304,-122.082
"86",3134100116,"20140827",470000,5,1.75,2030,4,2030,0,1942,0,98052,47.6417,-122.109
"87",9545230140,"20140725",597750,4,2.5,2310,3,2310,0,1984,0,98027,47.5386,-122.053
"88",3362400511,"20150304",570000,3,1.75,1260,5,700,560,1905,0,98103,47.6823,-122.349
"89",2525310310,"20140916",272500,3,1.75,1540,4,1160,380,1980,0,98038,47.3624,-122.031
"90",6126500060,"20141124",329950,3,1.75,2080,3,1080,1000,1971,0,98108,47.5474,-122.295
"91",8961960160,"20141028",480000,4,2.5,3230,3,2520,710,2001,0,98001,47.3183,-122.253
"92",3626039325,"20141121",740500,3,3.5,4380,3,2780,1600,1900,1999,98117,47.6981,-122.368
"93",3362400431,"20140626",518500,3,3.5,1590,3,1590,0,2010,0,98103,47.6824,-122.347
"94",3454800060,"20150108",171800,4,2,1570,3,1570,0,1950,0,98168,47.4965,-122.303
"95",7278700070,"20150102",660000,3,2.5,2400,3,1560,840,1964,0,98177,47.7728,-122.386
"96",6675500070,"20141119",391500,3,2,1450,3,1450,0,1987,0,98034,47.7288,-122.226
"97",3524049083,"20141104",445000,4,1.75,2100,5,1720,380,1924,0,98118,47.5299,-122.266
"98",3275860240,"20140618",770000,3,2.25,2910,3,2910,0,1990,0,98052,47.6897,-122.098
"99",4389200955,"20150302",1450000,4,2.75,2750,3,1980,770,1914,1992,98004,47.6141,-122.212
"100",4058801670,"20140717",445000,3,2.25,2100,3,1620,480,1967,0,98178,47.5091,-122.244
"101",8732020310,"20140717",260000,4,2.25,2160,3,1360,800,1978,0,98023,47.3129,-122.39
"102",2331300505,"20140613",822500,5,3.5,2320,5,1720,600,1926,0,98103,47.6763,-122.352
"103",7853210060,"20150406",430000,4,2.5,2070,3,2070,0,2004,0,98065,47.5319,-121.85
"104",3668000070,"20150105",212000,3,1.75,1060,4,1060,0,1986,0,98092,47.2761,-122.152
"105",9545240070,"20150428",660500,4,2.25,2010,3,1440,570,1986,0,98027,47.5343,-122.054
"106",1243100136,"20140612",784000,3,3.5,3950,3,2460,1490,1989,0,98052,47.697,-122.072
"107",8929000270,"20140512",453246,3,2.5,2010,3,1390,620,2014,0,98029,47.5517,-121.998
"108",2767602356,"20150126",675000,4,3.5,2140,3,2140,0,2005,0,98107,47.6734,-122.38
"109",921049315,"20140813",199000,3,1.75,1320,4,1320,0,1956,0,98003,47.3257,-122.296
"110",3655000070,"20140805",220000,4,1.75,2020,3,1010,1010,1968,0,98003,47.3309,-122.299
"111",4027700812,"20140529",452000,4,2.25,2590,4,1340,1250,1968,0,98028,47.7689,-122.266
"112",2767603505,"20140507",519950,3,2.25,1170,3,1170,0,2014,0,98107,47.6722,-122.381
"113",1777500060,"20140708",527700,5,2.5,2820,4,1550,1270,1968,0,98006,47.5707,-122.128
"114",6071600370,"20150227",5e+05,4,2.25,2030,4,1380,650,1961,0,98006,47.5495,-122.174
"115",1526069017,"20141203",921500,4,2.5,3670,4,3670,0,1994,0,98077,47.7421,-122.026
"116",3224079105,"20140806",430000,2,2.5,2420,3,2420,0,2007,0,98027,47.5262,-121.943
"117",8075400570,"20141030",258000,5,2,2260,4,1130,1130,1960,0,98032,47.3887,-122.286
"118",3362900810,"20140820",532170,3,2,1360,3,1360,0,1990,0,98103,47.6838,-122.353
"119",7855801670,"20150401",2250000,4,3.25,5180,3,3540,1640,2006,0,98006,47.562,-122.162
"120",6388930390,"20141120",650000,5,3.5,3960,3,2500,1460,1996,0,98056,47.525,-122.172
"121",8731900200,"20140807",320000,4,2.75,2640,3,1620,1020,1967,0,98023,47.3135,-122.369
"122",8029200135,"20141113",247000,3,2,1270,3,1270,0,1916,2013,98022,47.2086,-121.996
"123",1081200350,"20141003",320000,4,1.75,1760,4,1760,0,1968,0,98059,47.4715,-122.118
"124",84000105,"20140507",255000,5,2.25,2060,3,1030,1030,1962,0,98146,47.4877,-122.335
"125",3756500060,"20150309",438000,3,1.75,1780,3,1780,0,1962,0,98034,47.7171,-122.193
"126",7215720160,"20150304",9e+05,3,2.5,3400,3,3400,0,2000,0,98075,47.6012,-122.023
"127",3574800520,"20140620",441000,3,2.75,1910,3,1160,750,1979,0,98034,47.7319,-122.224
"128",2617300160,"20140812",420000,3,2,2020,4,1010,1010,1975,0,98027,47.4582,-122.023
"129",2558660270,"20141208",370000,3,1.75,1580,3,1180,400,1976,0,98034,47.7209,-122.168
"130",2009000370,"20150219",269950,2,1.75,1340,5,700,640,1949,0,98198,47.408,-122.327
"131",1836980160,"20150324",807100,4,2.5,2680,3,2680,0,1999,0,98006,47.565,-122.125
"132",3261020370,"20140605",653000,3,2.5,2680,4,1610,1070,1979,0,98034,47.7028,-122.231
"133",1755700060,"20140611",371500,3,2,1370,5,1370,0,1964,0,98133,47.7458,-122.331
"134",4330600435,"20150316",284000,3,1.75,1560,3,1560,0,1954,0,98166,47.4776,-122.337
"135",9542800700,"20150102",272000,3,1.75,2160,4,1670,490,1978,0,98023,47.3026,-122.374
"136",1999700045,"20140502",313000,3,1.5,1340,3,1340,0,1955,0,98133,47.7658,-122.339
"137",1762600070,"20150116",917500,4,2.5,3880,3,2570,1310,1984,0,98033,47.6477,-122.182
"138",1687900520,"20140929",673000,4,2.25,2590,4,2590,0,1980,0,98006,47.5619,-122.125
"139",7234600798,"20150210",425000,3,2.5,1120,3,820,300,2008,0,98122,47.6106,-122.31
"140",3881900445,"20140709",399950,5,2.75,1970,3,1320,650,1986,0,98144,47.5868,-122.308
"141",5437810320,"20141117",269950,3,1.5,1950,4,1320,630,1975,0,98022,47.1976,-121.999
"142",3830630310,"20140725",260000,3,2.5,1670,3,1670,0,1988,0,98030,47.3505,-122.179
"143",8123100045,"20150414",470000,4,3,2380,4,1680,700,1925,0,98126,47.5384,-122.376
"144",3127200041,"20140613",589000,4,3,2440,5,2440,0,1961,0,98034,47.7044,-122.2
"145",6661200320,"20140723",163500,2,1.5,1050,3,1050,0,1996,0,98038,47.3848,-122.039
"146",11510310,"20140905",835000,4,2.75,3130,3,2140,990,1993,0,98052,47.6993,-122.102
"147",825059270,"20141121",1095000,5,3,4090,4,2090,2000,1986,0,98033,47.6627,-122.188
"148",8731951370,"20150415",269000,4,1.75,1490,4,1100,390,1969,0,98023,47.3099,-122.379
"149",1954440060,"20140505",560000,3,2.5,1900,3,1900,0,1987,0,98074,47.62,-122.043
"150",1115810060,"20141205",585188,3,2.25,2230,3,1430,800,1975,0,98052,47.6647,-122.153
"151",9477200200,"20140818",305000,3,1.75,1650,3,1220,430,1977,0,98034,47.726,-122.191
"152",2287000060,"20140912",799000,3,2.5,2140,4,2140,0,1959,0,98040,47.5505,-122.219
"153",3663500060,"20140625",4e+05,3,2.5,2180,4,1420,760,1962,0,98133,47.7606,-122.336
"154",7796450200,"20140515",256883,3,2.5,1690,3,1690,0,2003,0,98023,47.2779,-122.347
"155",7549802535,"20141111",423000,4,2,1970,5,1130,840,1920,0,98108,47.5511,-122.312
"156",3278600320,"20140723",465000,3,2.5,2150,3,2150,0,2007,0,98126,47.5488,-122.372
"157",2824079053,"20150113",440000,3,2.5,1910,3,1910,0,1997,0,98024,47.5385,-121.911
"158",1222069094,"20141014",385000,3,1.75,1350,4,1350,0,1969,0,98038,47.4058,-121.994
"159",2222059065,"20141112",297000,3,2.5,1940,3,1940,0,1994,0,98042,47.3777,-122.165
"160",100600550,"20140804",226500,3,1.5,1300,4,900,400,1976,0,98023,47.3025,-122.37
"161",3456000310,"20140804",840000,4,1.75,2480,4,1630,850,1966,0,98040,47.5378,-122.219
"162",9526600140,"20140919",677900,3,2.5,2440,3,2440,0,2010,0,98052,47.7073,-122.114
"163",2310030510,"20150422",320000,4,2.25,1550,3,1550,0,1993,0,98038,47.354,-122.047
"164",1025049114,"20140717",625504,3,2.25,1270,3,1060,210,2014,0,98105,47.6647,-122.284
"165",8677300550,"20140515",592500,4,2.5,2240,3,2240,0,1983,0,98074,47.6143,-122.017
"166",4014400292,"20150114",465000,3,2.5,2714,3,2714,0,2005,0,98001,47.3185,-122.275
"167",1102000196,"20140527",477000,4,2.75,1720,3,1720,0,1978,0,98118,47.5458,-122.268
"168",46100204,"20150221",1505000,5,3,3300,3,1870,1430,1957,1991,98040,47.5673,-122.21
"169",1909600046,"20140703",445838,3,2.5,2250,3,2250,0,2000,0,98146,47.5133,-122.379
"170",1250202145,"20140828",1072000,2,2.25,3900,3,1950,1950,1947,0,98144,47.5884,-122.291
"171",7611200125,"20141023",467000,2,1.5,1320,4,1320,0,1947,0,98177,47.7145,-122.367
"172",5611500140,"20140822",686000,4,2.5,2760,3,2760,0,1999,0,98075,47.5836,-122.026
"173",7138000260,"20140605",279950,3,2,1750,3,1350,400,1961,0,98198,47.398,-122.299
"174",626059335,"20140904",527000,4,2.25,2330,3,2330,0,1987,0,98011,47.7663,-122.215
"175",1922059282,"20140918",325000,3,2.25,2220,4,1780,440,1966,0,98030,47.3758,-122.217
"176",705700390,"20140903",328000,3,2.25,2020,3,2020,0,1994,0,98038,47.3828,-122.023
"177",7454001200,"20140604",390000,3,2.25,1250,5,1250,0,1942,0,98146,47.5123,-122.373
"178",8682281200,"20150309",479950,2,2,1510,3,1510,0,2005,0,98053,47.7076,-122.013
"179",7972000200,"20140529",264950,4,2.25,1720,4,1120,600,1978,0,98023,47.2922,-122.371
"180",7202340400,"20150303",516500,3,2.5,1480,3,1480,0,2004,0,98053,47.6794,-122.034
"181",8096000060,"20150413",655000,2,1.75,1450,3,1230,220,1915,1978,98166,47.4497,-122.375
"182",2424000060,"20140616",5e+05,4,2.75,2280,5,2280,0,1960,0,98059,47.5218,-122.164
"183",3677400445,"20140902",475000,3,1.5,2480,5,1620,860,1947,0,98108,47.5575,-122.303
"184",1762600320,"20140610",1025000,5,4,3760,3,3760,0,1983,0,98033,47.6489,-122.183
"185",4058000060,"20150409",416000,3,2,2220,5,1640,580,1976,0,98010,47.3459,-121.95
"186",326069104,"20140701",8e+05,3,3.5,3830,3,3530,300,1993,0,98077,47.7641,-122.023
"187",3584000310,"20141208",225000,3,1.75,1430,4,1430,0,1968,0,98003,47.3173,-122.319
"188",8029510030,"20150212",363000,3,2.5,2740,3,2740,0,1990,0,98023,47.3076,-122.395
"189",2025069065,"20140929",2400000,4,2.5,3650,3,1830,1820,2000,0,98074,47.6338,-122.072
"190",7899800890,"20150226",181000,2,1.5,720,3,720,0,1954,0,98106,47.5218,-122.357
"191",3021059276,"20150314",250000,4,2,2010,4,2010,0,1976,0,98002,47.2785,-122.213
"192",3797001895,"20150422",481000,3,1.75,1560,4,770,790,1918,0,98103,47.6846,-122.345
"193",3832710960,"20140923",260000,3,2,1810,4,1240,570,1978,0,98032,47.3656,-122.278
"194",1310430400,"20140513",455000,4,2.5,3360,3,3360,0,2001,0,98058,47.4369,-122.111
"195",1422300030,"20150401",415000,3,2.25,1510,3,1510,0,1991,0,98045,47.4616,-121.711
"196",3830630060,"20140929",245000,3,2.5,1730,3,1730,0,1987,0,98030,47.3507,-122.178
"197",5101404898,"20140519",592500,2,2,1420,5,1420,0,1928,0,98115,47.6979,-122.32
"198",7972601890,"20141020",385000,4,1.75,2360,4,1180,1180,1955,0,98106,47.5278,-122.345
"199",5127001620,"20150211",315000,3,1.75,1580,4,1200,380,1974,0,98059,47.4756,-122.147
"200",1873100060,"20140829",693000,4,2.5,2460,3,2460,0,2006,0,98052,47.7048,-122.109
"201",8644000060,"20141024",237000,3,1.75,1270,4,1270,0,1960,0,98198,47.4207,-122.29
"202",3325069129,"20141216",525000,3,2.25,2100,3,1320,780,1979,0,98074,47.6154,-122.047
"203",8078560140,"20140519",290000,4,2.5,1700,4,1700,0,1988,0,98031,47.4045,-122.171
"204",2557000400,"20150409",272500,3,2.5,2070,3,1420,650,1979,0,98023,47.2988,-122.371
"205",7960900060,"20150504",2900000,4,3.25,5050,3,4750,300,1982,2008,98004,47.6312,-122.223
"206",4054500390,"20141007",1365000,4,4.75,5310,4,5310,0,1989,0,98077,47.7285,-122.042
"207",4235400186,"20141124",331000,3,1.75,1080,3,580,500,1954,2003,98199,47.6601,-122.4
"208",4215100060,"20150320",365000,3,2.5,2653,3,2653,0,2006,0,98031,47.4145,-122.166
"209",9189700045,"20150127",450000,3,2,2290,5,2290,0,1960,0,98058,47.4672,-122.165
"210",1126049053,"20141113",770000,4,2.75,3820,3,2850,970,2014,0,98028,47.7618,-122.261
"211",2022069200,"20150505",455000,4,2.5,2210,3,2210,0,1997,0,98038,47.3828,-122.071
"212",9412900055,"20150505",405000,3,1.75,2390,3,1240,1150,1908,0,98118,47.5362,-122.268
"213",1722059235,"20140703",304900,4,1.75,2600,4,1610,990,1969,0,98031,47.3954,-122.206
"214",7424700045,"20150513",2050000,5,3,3830,5,2630,1200,1905,1994,98122,47.6166,-122.287
"215",7202360350,"20140630",780000,4,2.5,3500,3,3500,0,2005,0,98053,47.6811,-122.025
"216",5634500392,"20150410",330000,3,3,2420,4,1740,680,1988,0,98028,47.7486,-122.23
"217",1509500060,"20140905",370000,4,2.5,2720,3,2720,0,1992,0,98030,47.3846,-122.169
"218",7214810350,"20141017",467000,5,2.25,2500,3,1850,650,1979,0,98072,47.7564,-122.144
"219",6647200060,"20150209",405000,3,1.75,1670,3,1140,530,1980,0,98034,47.7198,-122.193
"220",9552700140,"20140702",675000,5,2.25,2900,3,1450,1450,1985,0,98006,47.5461,-122.151
"221",6113400046,"20140723",389999,4,2.5,1890,4,1890,0,1968,0,98166,47.4281,-122.343
"222",6619910140,"20150224",630000,4,1.75,2950,4,1780,1170,1975,0,98034,47.7128,-122.223
"223",1115450240,"20141022",360000,4,2.5,2160,3,2160,0,1992,0,98001,47.3341,-122.255
"224",6073240060,"20141002",580000,4,3,3280,3,2270,1010,1986,0,98056,47.5399,-122.181
"225",9297300045,"20140709",550000,3,2,1970,5,1270,700,1929,0,98126,47.5717,-122.375
"226",9510920070,"20140710",879000,4,2.5,3360,3,3360,0,1994,0,98075,47.5951,-122.017
"227",5468730030,"20140822",265000,3,2,1320,3,1320,0,1993,0,98042,47.3536,-122.144
"228",8079030390,"20150304",446500,3,2.5,2650,3,2650,0,1990,0,98059,47.5084,-122.154
"229",600000152,"20140602",404000,3,1.5,2030,3,1330,700,1963,0,98108,47.5586,-122.311
"230",1840000030,"20140529",267500,3,1.75,1590,3,1090,500,1957,0,98188,47.4427,-122.274
"231",3225069065,"20140624",3075000,4,5,4550,3,2600,1950,2002,0,98074,47.6053,-122.077
"232",3260800030,"20140811",335000,3,2.5,2440,3,2440,0,1998,0,98003,47.3494,-122.301
"233",2747100024,"20140619",576000,3,2.5,1940,4,970,970,1948,0,98117,47.6933,-122.393
"234",5104530560,"20150401",208633,3,2.5,2040,3,2040,0,2006,0,98038,47.3537,-122
"235",4330600350,"20150115",315000,3,2.25,2200,4,1120,1080,1964,0,98166,47.476,-122.337
"236",5016001535,"20150217",725000,3,1.75,1920,4,960,960,1913,0,98112,47.6239,-122.298
"237",7280300196,"20150403",550000,4,2.75,1800,4,1400,400,1965,0,98177,47.7776,-122.384
"238",8651520400,"20140612",610750,4,2.25,2180,3,2180,0,1984,0,98074,47.6459,-122.058
"239",3204800200,"20150108",665000,4,2.75,3320,5,2220,1100,1960,0,98056,47.5376,-122.18
"240",3416600800,"20150209",834000,4,2.5,2370,5,1980,390,1928,0,98144,47.601,-122.294
"241",7994700030,"20141023",201000,5,1.75,1660,3,1660,0,1915,0,98065,47.529,-121.837
"242",1860600135,"20140502",2384000,5,2.5,3650,5,3370,280,1921,0,98119,47.6345,-122.367
"243",4139480200,"20140618",1384000,4,3.25,4290,3,2690,1600,1997,0,98006,47.5503,-122.102
"244",4139480200,"20141209",1400000,4,3.25,4290,3,2690,1600,1997,0,98006,47.5503,-122.102
"245",1328320800,"20141105",305000,4,2.25,1950,3,1350,600,1979,0,98058,47.4441,-122.125
"246",7771300125,"20150408",487000,3,2,2590,5,1720,870,1948,0,98133,47.7357,-122.333
"247",3422059208,"20150511",390000,3,2.5,1930,4,1930,0,1988,0,98042,47.346,-122.157
"248",325059286,"20140513",819900,5,2.75,3150,3,3150,0,2013,0,98052,47.6759,-122.151
"249",2597650240,"20141023",520000,3,2.25,2030,3,2030,0,1984,0,98027,47.5162,-122.057
"250",3353400435,"20140721",230000,3,2,1450,3,1450,0,2003,0,98001,47.2639,-122.252
"251",7972000240,"20150202",240000,3,1.75,1510,3,1510,0,1969,0,98023,47.2929,-122.371
"252",3530210260,"20141027",274975,3,2.5,3030,3,3030,0,1987,0,98077,47.7721,-122.093
"253",1959700550,"20140905",740000,4,2,2050,4,2050,0,1922,0,98102,47.644,-122.319
"254",9542850320,"20140725",790000,3,2.25,2370,4,1590,780,1977,0,98005,47.592,-122.166
"255",3179100060,"20140916",880000,4,3.5,2800,3,1890,910,1951,2002,98105,47.669,-122.275
"256",8078490390,"20140729",295000,3,2,1810,3,1810,0,1991,0,98022,47.1913,-122.012
"257",191100045,"20140703",940000,4,2,2490,5,2490,0,1968,0,98040,47.5639,-122.217
"258",5009600070,"20141007",260000,4,2.5,1960,3,1960,0,2003,0,98038,47.3483,-122.052
"259",200350070,"20140602",559900,3,2.75,2930,3,1860,1070,2004,0,98072,47.7648,-122.164
"260",2877103726,"20140722",791500,4,2,1510,5,1510,0,1911,0,98103,47.6794,-122.357
"261",405100295,"20140826",265000,3,1.75,1420,3,1420,0,1954,0,98133,47.7535,-122.354
"262",4268200055,"20150501",245000,3,1.75,1740,3,1740,0,1954,0,98178,47.4945,-122.22
"263",3126069068,"20150424",485000,4,1.75,2560,4,2560,0,1962,0,98052,47.6945,-122.093
"264",1115300070,"20141106",684000,4,3.5,3040,3,2420,620,2010,0,98059,47.5222,-122.157
"265",6414100671,"20140909",425000,3,1.75,2500,3,1300,1200,1957,0,98125,47.7222,-122.32
"266",7004200060,"20141017",309600,4,1.75,1275,4,1275,0,1991,0,98070,47.3796,-122.49
"267",7852110140,"20140718",552250,4,2.5,2580,3,2580,0,2002,0,98065,47.5374,-121.875
"268",808000070,"20141021",206600,3,2,1390,4,1390,0,1987,0,98030,47.3581,-122.173
"269",7374200030,"20150416",387000,4,1.75,2500,3,1250,1250,1973,0,98155,47.7713,-122.307
"270",2757000030,"20140922",855000,4,2.75,2270,3,2270,0,1965,0,98040,47.5603,-122.222
"271",9262800171,"20150324",252000,4,1.5,1550,4,1050,500,1969,0,98001,47.3117,-122.27
"272",6607000126,"20140604",375000,4,1.75,2200,5,1100,1100,1955,0,98118,47.543,-122.28
"273",5416510830,"20140806",3e+05,4,2.5,1910,3,1910,0,2005,0,98038,47.3607,-122.034
"274",952003285,"20140805",679900,3,2.5,2440,3,1980,460,2000,0,98116,47.565,-122.381
"275",3211290370,"20140605",463000,3,2.5,1640,3,1640,0,1992,0,98053,47.6359,-121.974
"276",1072010350,"20140828",380000,5,2.5,2760,4,2760,0,1978,0,98059,47.4769,-122.141
"277",8856950070,"20141210",329500,4,2.5,1820,3,1820,0,1994,0,98038,47.3845,-122.029
"278",925059078,"20140819",604950,3,2.5,2110,3,1340,770,2013,0,98033,47.6743,-122.184
