"","id","month","price","bedrooms","bathrooms","sqft_living","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long"
"244",4139480200,"12",1400000,4,3.25,4290,3,2690,1600,1997,0,98006,47.5503,-122.102
"245",1328320800,"11",305000,4,2.25,1950,3,1350,600,1979,0,98058,47.4441,-122.125
"246",7771300125,"04",487000,3,2,2590,5,1720,870,1948,0,98133,47.7357,-122.333
"247",3422059208,"05",390000,3,2.5,1930,4,1930,0,1988,0,98042,47.346,-122.157
"248",325059286,"05",819900,5,2.75,3150,3,3150,0,2013,0,98052,47.6759,-122.151
"249",2597650240,"10",520000,3,2.25,2030,3,2030,0,1984,0,98027,47.5162,-122.057
"250",3353400435,"07",230000,3,2,1450,3,1450,0,2003,0,98001,47.2639,-122.252
"251",7972000240,"02",240000,3,1.75,1510,3,1510,0,1969,0,98023,47.2929,-122.371
"252",3530210260,"10",274975,3,2.5,3030,3,3030,0,1987,0,98077,47.7721,-122.093
"253",1959700550,"09",740000,4,2,2050,4,2050,0,1922,0,98102,47.644,-122.319
"254",9542850320,"07",790000,3,2.25,2370,4,1590,780,1977,0,98005,47.592,-122.166
"255",3179100060,"09",880000,4,3.5,2800,3,1890,910,1951,2002,98105,47.669,-122.275
"256",8078490390,"07",295000,3,2,1810,3,1810,0,1991,0,98022,47.1913,-122.012
"257",191100045,"07",940000,4,2,2490,5,2490,0,1968,0,98040,47.5639,-122.217
"258",5009600070,"10",260000,4,2.5,1960,3,1960,0,2003,0,98038,47.3483,-122.052
"259",200350070,"06",559900,3,2.75,2930,3,1860,1070,2004,0,98072,47.7648,-122.164
"260",2877103726,"07",791500,4,2,1510,5,1510,0,1911,0,98103,47.6794,-122.357
"261",405100295,"08",265000,3,1.75,1420,3,1420,0,1954,0,98133,47.7535,-122.354
"262",4268200055,"05",245000,3,1.75,1740,3,1740,0,1954,0,98178,47.4945,-122.22
"263",3126069068,"04",485000,4,1.75,2560,4,2560,0,1962,0,98052,47.6945,-122.093
"264",1115300070,"11",684000,4,3.5,3040,3,2420,620,2010,0,98059,47.5222,-122.157
"265",6414100671,"09",425000,3,1.75,2500,3,1300,1200,1957,0,98125,47.7222,-122.32
"266",7004200060,"10",309600,4,1.75,1275,4,1275,0,1991,0,98070,47.3796,-122.49
"267",7852110140,"07",552250,4,2.5,2580,3,2580,0,2002,0,98065,47.5374,-121.875
"268",808000070,"10",206600,3,2,1390,4,1390,0,1987,0,98030,47.3581,-122.173
"269",7374200030,"04",387000,4,1.75,2500,3,1250,1250,1973,0,98155,47.7713,-122.307
"270",2757000030,"09",855000,4,2.75,2270,3,2270,0,1965,0,98040,47.5603,-122.222
"271",9262800171,"03",252000,4,1.5,1550,4,1050,500,1969,0,98001,47.3117,-122.27
"272",6607000126,"06",375000,4,1.75,2200,5,1100,1100,1955,0,98118,47.543,-122.28
"273",5416510830,"08",3e+05,4,2.5,1910,3,1910,0,2005,0,98038,47.3607,-122.034
"274",952003285,"08",679900,3,2.5,2440,3,1980,460,2000,0,98116,47.565,-122.381
"275",3211290370,"06",463000,3,2.5,1640,3,1640,0,1992,0,98053,47.6359,-121.974
"276",1072010350,"08",380000,5,2.5,2760,4,2760,0,1978,0,98059,47.4769,-122.141
"277",8856950070,"12",329500,4,2.5,1820,3,1820,0,1994,0,98038,47.3845,-122.029
"278",925059078,"08",604950,3,2.5,2110,3,1340,770,2013,0,98033,47.6743,-122.184
"279",7855801090,"09",795000,5,2.5,3040,4,1640,1400,1966,0,98006,47.5651,-122.164
"280",723099065,"01",465000,3,2,1840,3,1840,0,1994,0,98045,47.4853,-121.709
"281",6116500075,"03",673000,4,2.5,2990,3,2990,0,2002,0,98166,47.4508,-122.359
"282",1118500030,"10",810000,4,2.5,3520,3,3520,0,1991,0,98074,47.6375,-122.016
"283",424069250,"04",785000,4,2.75,2440,4,1910,530,1989,0,98075,47.5944,-122.042
"284",3291800710,"11",338000,4,3,2090,3,1370,720,1986,0,98056,47.4888,-122.182
"285",6838700060,"12",280000,3,2.25,1430,3,1430,0,1993,0,98056,47.5112,-122.19
"286",2231500030,"10",315000,4,2.25,2180,5,1100,1080,1954,0,98133,47.7711,-122.341
"287",2231500030,"03",530000,4,2.25,2180,5,1100,1080,1954,0,98133,47.7711,-122.341
"288",7683900200,"12",380000,5,3,3450,3,3450,0,2004,0,98023,47.2813,-122.345
"289",8155830060,"08",297000,3,2.25,1450,3,1450,0,1994,0,98056,47.5038,-122.189
"290",98020310,"05",730000,4,2.5,3230,3,3230,0,2004,0,98075,47.5823,-121.97
